date,variable,type,median,mean,sd,lower_90,lower_50,lower_20,upper_20,upper_50,upper_90,confirm
6/20/2022,reported_cases,estimate,21,21.5932034,8.40085911,10,15,19,23,27,36,16
6/21/2022,reported_cases,estimate,26,27.06246877,9.714658805,13,20,24,29,33,45,14
6/22/2022,reported_cases,estimate,26,26.59070465,9.467623437,13,20,23,28,32,44,27
6/23/2022,reported_cases,estimate,31,32.03498251,11.59848161,15,24,28,33,39,53,25
6/24/2022,reported_cases,estimate,31,32.3868066,11.87515498,16,24,28,34,39,54,19
6/25/2022,reported_cases,estimate,13,13.95152424,5.679009502,6,10,12,15,18,25,26
6/26/2022,reported_cases,estimate,10,10.5902049,4.687854947,4,7,9,11,13,19,16
6/27/2022,reported_cases,estimate,42,44.02498751,15.54658726,22,33,39,46,53,72,55
6/28/2022,reported_cases,estimate,53,54.67216392,18.14997162,29,42,48,58,65,88,53
6/29/2022,reported_cases,estimate,50,51.68015992,17.30851383,27,40,46,54,62,83,51
6/30/2022,reported_cases,estimate,59,61.5872064,19.91289824,33,47,55,64,74,97,69
7/1/2022,reported_cases,estimate,58,60.79510245,20.32919074,32,46,54,64,72,98,82
7/2/2022,reported_cases,estimate,25,26.47776112,10.01766591,12,19,23,28,32,45,18
7/3/2022,reported_cases,estimate,19,19.77561219,7.367233194,9,14,17,21,24,33,21
7/4/2022,reported_cases,estimate,81,84.77161419,28.35320641,45,64,75,89,101,135,16
7/5/2022,reported_cases,estimate,99,102.055972,33.19694061,54,79,91,107,121,163,95
7/6/2022,reported_cases,estimate,94,97.2033983,31.33897108,51,76,87,101,115,151,63
7/7/2022,reported_cases,estimate,113,117.2028986,37.12426176,64,90,104,123,139,183,141
7/8/2022,reported_cases,estimate,112,115.11994,36.65623558,63,89,103,120,137,181,146
7/9/2022,reported_cases,estimate,48,49.85407296,16.81465714,25,38,44,53,60,80,52
7/10/2022,reported_cases,estimate,36,37.68765617,13.51269376,18,28,33,40,45,62,29
7/11/2022,reported_cases,estimate,150,156.4797601,49.88724,84,121,140,162,185,248,185
7/12/2022,reported_cases,estimate,185,191.2203898,60.74185463,105,147,170,199,227,301,197
7/13/2022,reported_cases,estimate,171,177.0044978,56.32000959,95,137,158,185,208,281,194
7/14/2022,reported_cases,estimate,206,214.2738631,68.19949385,115,167,191,222,256,339,194
7/15/2022,reported_cases,estimate,199,206.7301349,63.48766917,114,162,184,216,244,319,245
7/16/2022,reported_cases,estimate,85,87.72063968,28.24766218,47,68,79,92,105,140,76
7/17/2022,reported_cases,estimate,62,64.68465767,21.40864334,33,50,57,68,77,104,72
7/18/2022,reported_cases,estimate,259,267.5137431,82.12187855,148,209,238,280,316,419,226
7/19/2022,reported_cases,estimate,310,317.2943528,95.99398321,176,249,285,332,372,489,275
7/20/2022,reported_cases,estimate,281,291.0034983,91.5910721,160,227,261,301,342,466,304
7/21/2022,reported_cases,estimate,328,340.3608196,104.2317885,194,267,305,354,399,536,291
7/22/2022,reported_cases,estimate,319,326.906047,100.216272,182,255,293,342,387,506,326
7/23/2022,reported_cases,estimate,130,135.3983008,42.88813096,74,104,121,141,162,213,136
7/24/2022,reported_cases,estimate,95,98.36031984,31.51454592,53,76,87,103,118,156,101
7/25/2022,reported_cases,estimate,386,396.6536732,122.6949856,214,308,358,417,470,619,741
7/26/2022,reported_cases,estimate,446,464.2098951,142.7245106,268,367,414,478,545,734,327
7/27/2022,reported_cases,estimate,409,417.8215892,128.5316485,231,325,374,438,494,650,451
7/28/2022,reported_cases,estimate,456,472.0304848,143.1181175,267,372,420,492,559,724,388
7/29/2022,reported_cases,estimate,428,443.4127936,136.2389758,249,345,395,461,526,685,485
7/30/2022,reported_cases,estimate,176,182.7016492,56.53462162,101,142,163,190,218,284,206
7/31/2022,reported_cases,estimate,124,128.8075962,41.86977982,69,99,114,134,153,205,155
8/1/2022,reported_cases,estimate,495,508.5777111,156.3914386,277,400,459,529,599,790,543
8/2/2022,reported_cases,estimate,560,579.4697651,175.3801163,331,453,518,604,678,897,422
8/3/2022,reported_cases,estimate,497,511.7796102,152.9390039,291,402,461,536,606,792,434
8/4/2022,reported_cases,estimate,550,573.2098951,175.8967365,329,447,510,598,678,899,491
8/5/2022,reported_cases,estimate,507,523.4327836,160.4658861,288,410,469,549,620,814,474
8/6/2022,reported_cases,estimate,200,208.143928,65.99857024,116,161,186,216,246,328,240
8/7/2022,reported_cases,estimate,139,142.9690155,45.62752502,77,110,127,150,169,225,149
8/8/2022,reported_cases,estimate,540,559.5157421,172.0648421,315,435,501,582,664,869,516
8/9/2022,reported_cases,estimate,604,626.8385807,193.2794698,349,491,558,656,747,979,520
8/10/2022,reported_cases,estimate,524,540.4782609,162.5317158,304,422,487,564,642,839,934
8/11/2022,reported_cases,estimate,570,590.8590705,183.8855354,323,462,529,618,701,912,495
8/12/2022,reported_cases,estimate,514,530.5732134,158.736249,303,416,474,554,627,820,426
8/13/2022,reported_cases,estimate,204,209.4312844,64.56824607,112,162,189,221,250,322,245
8/14/2022,reported_cases,estimate,139,143.045977,44.64371048,79,112,127,149,171,223,155
8/15/2022,reported_cases,estimate,539,554.4742629,167.0132015,311,432,498,580,651,859,649
8/16/2022,reported_cases,estimate,574,593.8785607,183.7399487,334,459,529,618,704,924,395
8/17/2022,reported_cases,estimate,496,513.3098451,157.2196106,284,402,461,537,605,801,386
8/18/2022,reported_cases,estimate,533,550.0924538,171.2567136,309,432,491,573,646,845,486
8/19/2022,reported_cases,estimate,476,490.1764118,145.4901899,281,389,442,510,575,754,465
8/20/2022,reported_cases,estimate,184,189.2368816,59.09608159,104,146,168,198,224,297,195
8/21/2022,reported_cases,estimate,125,129.7966017,41.13211772,72,100,115,136,153,208,135
8/22/2022,reported_cases,estimate,474,486.4052974,146.8472443,273,380,436,511,573,754,552
8/23/2022,reported_cases,estimate,509,527.2463768,163.5960292,291,411,471,550,625,830,948
8/24/2022,reported_cases,estimate,440,451.6461769,138.6479598,252,352,405,473,533,702,324
8/25/2022,reported_cases,estimate,477,488.0069965,153.1153877,263,378,437,512,579,754,450
8/26/2022,reported_cases,estimate,410,426.2048976,131.149472,236,331,379,450,508,663,402
8/27/2022,reported_cases,estimate,155,160.9210395,50.87933532,89,125,143,168,190,256,148
8/28/2022,reported_cases,estimate,107,109.6691654,34.09890752,59,86,98,116,131,170,90
8/29/2022,reported_cases,estimate,396,410.3953023,121.9823805,233,326,369,429,480,627,524
8/30/2022,reported_cases,estimate,431,442.0534733,133.7661566,247,347,396,463,521,694,506
8/31/2022,reported_cases,estimate,366,376.5432284,117.1139926,208,295,339,392,443,584,310
9/1/2022,reported_cases,estimate,390,407.7101449,127.125249,227,317,362,427,483,634,360
9/2/2022,reported_cases,estimate,341,353.3528236,110.0661867,194,276,314,371,422,552,452
9/3/2022,reported_cases,estimate,132,135.3753123,42.24620184,74,105,122,142,162,210,103
9/4/2022,reported_cases,estimate,87,89.51974013,29.97330037,46,68,80,93,107,143,89
9/5/2022,reported_cases,estimate,326,336.3533233,102.7032307,188,263,301,351,398,529,91
9/6/2022,reported_cases,estimate,352,364.9930035,111.4294842,207,284,328,380,431,565,708
9/7/2022,reported_cases,estimate,295,307.131934,96.57302721,173,238,271,320,365,478,242
9/8/2022,reported_cases,estimate,319,327.1754123,98.77616977,185,258,294,340,387,509,291
9/9/2022,reported_cases,estimate,279,288.0734633,88.5135645,162,224,257,298,342,448,271
9/10/2022,reported_cases,estimate,104,108.3203398,34.02513528,58,84,97,114,129,168,95
9/11/2022,reported_cases,estimate,71,73.08795602,23.87941079,38,56,65,77,87,114,81
9/12/2022,reported_cases,estimate,263,274.0264868,84.32725418,154,213,243,286,327,424,291
9/13/2022,reported_cases,estimate,290,299.17991,87.92410714,173,237,270,315,354,454,246
9/14/2022,reported_cases,estimate,238,246.4292854,74.97544346,137,191,220,259,295,378,285
9/15/2022,reported_cases,estimate,255,265.069965,83.07561677,144,207,235,277,316,416,258
9/16/2022,reported_cases,estimate,221,227.2328836,69.27890543,129,178,203,238,269,350,181
9/17/2022,reported_cases,estimate,86,89.12843578,29.39304333,47,68,79,93,106,144,88
9/18/2022,reported_cases,estimate,57,58.50674663,18.82780071,31,44,52,62,71,91,68
9/19/2022,reported_cases,estimate,214,220.6261869,69.79293799,121,169,197,231,262,344,298
9/20/2022,reported_cases,estimate,229,236.8150925,73.82537363,132,186,212,246,279,372,278
9/21/2022,reported_cases,estimate,188,196.0554723,61.88348262,107,153,174,204,235,304,226
9/22/2022,reported_cases,estimate,200,207.7956022,65.43777732,112,161,185,217,249,324,239
9/23/2022,reported_cases,estimate,175,182.9885057,58.79172023,99,142,162,190,216,290,180
9/24/2022,reported_cases,estimate,68,70.34182909,22.70511164,38,54,63,73,83,112,56
9/25/2022,reported_cases,estimate,44,46.12343828,15.56329834,24,35,41,48,55,75,39
9/26/2022,reported_cases,estimate,170,174.4662669,53.93209607,97,135,155,183,207,271,174
9/27/2022,reported_cases,estimate,178,184.9050475,57.43494563,102,145,165,193,218,288,154
9/28/2022,reported_cases,estimate,151,154.9465267,47.28792276,85,121,140,163,184,239,165
9/29/2022,reported_cases,estimate,157,163.3563218,51.66774111,90,127,146,169,193,258,188
9/30/2022,reported_cases,estimate,136,142.6561719,44.42164701,79,111,126,148,169,224,125
10/1/2022,reported_cases,estimate,52,53.50424788,18.24453636,27,40,47,57,65,87,54
10/2/2022,reported_cases,estimate,34,35.18990505,11.78184697,18,27,31,37,42,57,27
10/3/2022,reported_cases,estimate,127,131.7096452,42.266608,70,102,117,137,158,206,129
10/4/2022,reported_cases,estimate,137,141.173913,44.27643548,79,110,126,148,166,221,135
10/5/2022,reported_cases,estimate based on partial data,111,115.4562719,37.00408372,62,88,102,122,138,182,102
10/6/2022,reported_cases,estimate based on partial data,115,120.5252374,38.81827518,64,93,106,126,145,194,170
10/7/2022,reported_cases,estimate based on partial data,101,104.9935032,33.70008098,56,81,94,110,124,165,109
10/8/2022,reported_cases,estimate based on partial data,38,39.88355822,13.97354409,19,30,35,42,48,65,33
10/9/2022,reported_cases,estimate based on partial data,25,25.68465767,9.105713014,13,19,22,27,31,42,19
10/10/2022,reported_cases,estimate based on partial data,92,95.62118941,30.4513453,51,74,85,100,114,148,42
10/11/2022,reported_cases,estimate based on partial data,96,99.85157421,31.43296771,55,78,89,104,118,157,143
10/12/2022,reported_cases,estimate based on partial data,80,82.68065967,27.33752861,45,62,73,86,99,131,106
10/13/2022,reported_cases,estimate based on partial data,83,86.08245877,27.49341189,47,66,76,90,103,135,127
10/14/2022,reported_cases,estimate based on partial data,71,74.52973513,25.57944957,40,56,66,78,89,120,80
10/15/2022,reported_cases,estimate based on partial data,27,28.03648176,10.38730804,13,21,25,29,34,46,24
10/16/2022,reported_cases,estimate based on partial data,17,18.001999,7.050957098,8,13,15,19,22,31,8
10/17/2022,reported_cases,estimate based on partial data,64,66.41629185,23.28585653,34,49,58,69,80,109,95
10/18/2022,reported_cases,estimate based on partial data,69,70.65267366,23.89466058,37,54,63,74,84,113,37
10/19/2022,reported_cases,estimate based on partial data,54,56.37431284,20.05061894,29,42,49,59,68,92,52
10/20/2022,reported_cases,forecast,57,59.73263368,22.02861729,29,44,52,62,72,99,NA
10/21/2022,reported_cases,forecast,47,50.10844578,19.09378783,24,36,43,52,61,87,NA
10/22/2022,reported_cases,forecast,18,19.30234883,8.561135408,7,13,16,20,24,35,NA
10/23/2022,reported_cases,forecast,12,12.47826087,5.995052308,5,8,10,13,16,24,NA
10/24/2022,reported_cases,forecast,43,46.04247876,19.28718991,21,33,39,47,56,81,NA
10/25/2022,reported_cases,forecast,45,48.10744628,21.52746965,21,33,40,50,59,85,NA
10/26/2022,reported_cases,forecast,36,39.2123938,18.31593204,17,26,32,40,48,75,NA
